,year,oid,is_buffer,treatment_type,project_type,area,mean_esi_pre,mean_esi_post,mean_et_pre,mean_et_post,mean_wue_pre,mean_wue_post,mean_lst_eco_pre,mean_lst_eco_post,mean_lst_modis_pre,mean_lst_modis_post,total_pixels_modis,non-fire_pre,non-fire_post,fire_low_pre,fire_low_post,fire_nominal_pre,fire_nominal_post,fire_high_pre,fire_high_post,total_days_modis_pre,total_days_modis_post
1212,2015,5363,Buffer,Physical,Pre-Commercial Thinning,136627.74545156243,,,,,,,,,,,6,120.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1213,2015,5364,Treatment,Physical,Pre-Commercial Thinning,128688.09880112697,,,,,,,,,,,2,40.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1214,2015,5364,Buffer,Physical,Pre-Commercial Thinning,128688.09880112697,,,,,,,,,,,3,79.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1215,2014,5368,Treatment,Physical,Pre-Commercial Thinning,151493.87099369848,,,,,,,,,,,2,40.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1216,2014,5368,Buffer,Physical,Pre-Commercial Thinning,151493.87099369848,,,,,,,,,,,8,155.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1217,2014,5378,Treatment,Physical,Pre-Commercial Thinning,60935.880144956565,,,,,,,,,,,1,20.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1218,2014,5378,Buffer,Physical,Pre-Commercial Thinning,60935.880144956565,,,,,,,,,,,4,80.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1219,2014,5380,Treatment,Physical,Pre-Commercial Thinning,175880.63875143876,,,,,,,,,,,2,40.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1220,2014,5380,Buffer,Physical,Pre-Commercial Thinning,175880.63875143876,,,,,,,,,,,4,80.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1221,2014,5383,Treatment,Physical,Pre-Commercial Thinning,410119.9054491688,,,,,,,,,,,3,60.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1222,2014,5383,Buffer,Physical,Pre-Commercial Thinning,410119.9054491688,,,,,,,,,,,10,200.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1223,2014,5386,Treatment,Physical,Pre-Commercial Thinning,214002.1570451127,,,,,,,,,,,5,100.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1224,2014,5386,Buffer,Physical,Pre-Commercial Thinning,214002.1570451127,,,,,,,,,,,6,120.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1225,2015,5398,Treatment,Physical,Pre-Commercial Thinning,177035.39777153177,,,,,,,,,,,2,59.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1226,2015,5398,Buffer,Physical,Pre-Commercial Thinning,177035.39777153177,,,,,,,,,,,5,100.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1227,2015,5402,Treatment,Physical,Pre-Commercial Thinning,177689.2169482576,,,,,,,,,,,1,20.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1228,2015,5402,Buffer,Physical,Pre-Commercial Thinning,177689.2169482576,,,,,,,,,,,5,100.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1229,2015,5406,Treatment,Physical,Pre-Commercial Thinning,376958.83875092247,,,,,,,,,,,1,20.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1230,2015,5406,Buffer,Physical,Pre-Commercial Thinning,376958.83875092247,,,,,,,,,,,7,140.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1231,2016,5411,Treatment,Physical,Pre-Commercial Thinning,277527.87093585986,,,,,,,,,,,2,40.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1232,2016,5411,Buffer,Physical,Pre-Commercial Thinning,277527.87093585986,,,,,,,,,,,6,139.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1233,2017,5420,Treatment,Physical,Pre-Commercial Thinning,652298.5573513032,,,,,,,,,,,1,20.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1234,2017,5420,Buffer,Physical,Pre-Commercial Thinning,652298.5573513032,,,,,,,,,,,5,100.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1235,2018,5422,Treatment,Physical,Pre-Commercial Thinning,396705.48372747446,,0.8190021,,331.0233002,,0.2522399,,,,,1,20.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1236,2018,5422,Buffer,Physical,Pre-Commercial Thinning,396705.48372747446,,0.794334,,321.4428711,,0.2616806,,,,,4,80.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1237,2020,5441,Treatment,Physical,Pre-Commercial Thinning,50596.58988894965,0.4002878,0.3795728,110.3965866,85.197788,0.419424,1.0040501,,,,,2,40.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1238,2020,5441,Buffer,Physical,Pre-Commercial Thinning,50596.58988894965,0.4169828,0.3870724,175.9011298,86.5599758,0.3636831,0.980932,,,,,5,100.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1239,2014,5444,Treatment,Physical,Hazardous Fuels Reduction,229580.14952870124,,,,,,,,,,,2,40.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1240,2014,5444,Buffer,Physical,Hazardous Fuels Reduction,229580.14952870124,,,,,,,,,,,5,100.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1242,2018,5467,Treatment,Fire,Machine Pile Burn,622841.8170193435,,0.8136404,,329.1247559,,0.2666088,,,,,2,40.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1243,2018,5467,Buffer,Fire,Machine Pile Burn,622841.8170193435,,0.773123,,291.1576385,,0.5382707,,,,,6,120.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1244,2018,5469,Treatment,Fire,Machine Pile Burn,350547.70582630206,,0.7617401,,310.2564698,,0.2443058,,,,,1,20.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1245,2018,5469,Buffer,Fire,Machine Pile Burn,350547.70582630206,,0.7821459,,297.2162781,,0.6153136,,,,,4,80.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1246,2018,5471,Treatment,Chemical,TEB,4866871.693449158,,0.7967653,,329.6536789,,0.5216857,,,,,3,60.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1247,2018,5471,Buffer,Chemical,TEB,4866871.693449158,,,,,,,,,,,6,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0
1248,2019,5475,Treatment,Physical,TH,1620643.4265093426,0.3224744,0.5828097,180.512805,230.0431425,0.8513563,1.0961551,,,,,4,78.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1249,2019,5475,Buffer,Physical,TH,1620643.4265093426,0.3248017,0.5589731,177.8900242,211.3283664,0.8720473,1.0052971,,,,,11,235.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1250,2019,5480,Treatment,Chemical,TEB,632450.5522473701,0.3683036,0.553707,189.9105797,273.9550896,1.3145729,1.064253,,,,,0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1251,2019,5480,Buffer,Chemical,TEB,632450.5522473701,0.3760195,0.5629218,188.1962822,264.2302427,1.223402,0.9722848,,,,,9,176.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1252,2019,5483,Treatment,Physical,MLS,60082.561771164925,0.3676208,0.5394774,197.4515846,202.9465828,1.0408808,0.952053,,,,,4,79.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1253,2019,5483,Buffer,Physical,MLS,60082.561771164925,0.373101,0.5481718,201.4792809,207.6880318,1.0682153,0.9609766,,,,,8,158.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1254,2019,5490,Treatment,Physical,MLS,5129.54197472414,0.4914047,0.6020847,147.959053,155.2561498,0.8072489,1.4379308,,,,,3,60.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1255,2019,5490,Buffer,Physical,MLS,5129.54197472414,0.4659492,0.5864008,138.6908112,150.9854555,0.7569617,1.3824679,,,,,8,160.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1256,2019,5503,Treatment,Physical,TH,6325.376012837819,0.4884521,0.5888363,147.9412486,147.4968371,0.8272128,1.4371398,,,,,2,40.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1257,2019,5503,Buffer,Physical,TH,6325.376012837819,0.4756279,0.5936512,142.6529719,153.3533082,0.7971192,1.4145071,,,,,7,140.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1258,2019,5504,Treatment,Physical,TH,14798.29390553036,0.3796897,0.4500054,100.3209335,108.2989063,0.550994,1.3352456,,,,,28,921.0,740.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1259,2019,5504,Buffer,Physical,TH,14798.29390553036,0.4302135,0.5715406,117.3609905,142.9914089,0.7342354,1.2868253,,,,,16,320.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1260,2019,5509,Treatment,Physical,TH,153598.84156679397,0.4222488,0.5633829,115.1453171,145.6774519,0.7690097,1.3050779,,,,,6,120.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1261,2019,5509,Buffer,Physical,TH,153598.84156679397,0.3769214,0.5653074,175.018718,211.12981,0.9501814,1.135421,,,,,14,295.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1262,2019,5512,Treatment,Physical,TH,615162.3865449717,0.3790641,0.5620565,177.9401932,218.6530953,0.8698675,1.0228033,,,,,5,115.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1263,2019,5512,Buffer,Physical,TH,615162.3865449717,0.3693947,0.5993533,269.8188629,235.2934761,1.2701137,1.1591527,,,,,12,235.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1264,2019,5513,Treatment,Physical,MLS,42853.08544278701,0.3294765,0.5776552,272.8236999,229.1965705,1.1028601,1.1957939,,,,,5,96.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1265,2019,5513,Buffer,Physical,MLS,42853.08544278701,0.3837458,0.5686413,206.0208515,143.3736083,0.7094639,1.1501859,,,,,11,215.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1267,2019,5519,Treatment,Physical,TH,42853.998158971335,0.4288229,0.5940546,322.323217,287.3404127,1.2375775,1.1133187,,,,,2,40.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1268,2019,5519,Buffer,Physical,TH,42853.998158971335,0.4865724,0.6534228,134.8225962,188.8436131,1.0263312,1.073544,,,,,10,200.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1269,2020,5534,Treatment,Fire,PFB,31683.66990549269,0.5138203,0.5432421,201.3451662,138.8141913,0.3399668,0.6802143,,,,,2,40.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1270,2020,5534,Buffer,Fire,PFB,31683.66990549269,0.4883416,0.4548524,183.0622121,105.2279009,0.357261,1.0300029,,,,,5,100.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1271,2020,5543,Treatment,Fire,PFB,1864241.787057432,0.4678916,0.4731713,221.1956886,107.466552,0.3923205,0.9459367,,,,,3,60.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1272,2020,5543,Buffer,Fire,PFB,1864241.787057432,0.4593182,0.4276215,218.3621793,94.0594065,0.3981175,1.296483,,,,,4,80.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1273,2020,5550,Treatment,Fire,PFH,811680.1595083369,0.3411911,0.3533624,139.9009974,107.9040787,0.4406288,0.6660795,,,,,4,80.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1274,2020,5550,Buffer,Fire,PFH,811680.1595083369,0.3292314,0.3019399,134.692329,91.4798463,0.4515841,0.8909097,,,,,8,160.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1275,2020,5554,Treatment,Physical,cut and piled,142221.21667145193,0.3880897,0.3928,158.9325012,125.2679427,0.4040192,0.5954399,,,,,1,20.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1276,2020,5554,Buffer,Physical,cut and piled,142221.21667145193,0.3678571,0.3471404,145.905631,107.0459932,0.4711789,0.7389731,,,,,5,100.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1277,2020,5557,Treatment,Physical,chain buffer,154803.55764958647,0.3994478,0.451018,164.3447786,147.3588826,0.3898358,0.4895524,,,,,2,40.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1278,2020,5557,Buffer,Physical,chain buffer,154803.55764958647,0.3714544,0.3523362,147.2639022,109.3039178,0.4693657,0.7232147,,,,,3,60.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1279,2020,5559,Treatment,Physical,piled,122773.95717744826,0.3826933,0.3210307,153.9834338,98.4623275,0.436217,0.8247378,,,,,1,20.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1280,2020,5559,Buffer,Physical,piled,122773.95717744826,0.3657196,0.3245899,147.0073202,101.359983,0.4701227,0.8003606,,,,,7,140.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1281,2020,5565,Treatment,Physical,Thinning for Hazardous Fuels Reduction,97109.58887478322,0.3200815,0.3103868,128.8274542,94.3519802,0.5132643,0.7256237,,,,,6,120.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1282,2020,5565,Buffer,Physical,Thinning for Hazardous Fuels Reduction,97109.58887478322,0.3334873,0.3034942,133.3313907,93.6334299,0.4780361,0.8613777,,,,,12,240.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1283,2020,5567,Treatment,Chemical,Invasives - Pesticide Application,410134.9085556684,0.3772089,0.3465037,98.1618522,112.3395506,0.4077273,0.6455193,,,,,1,20.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1284,2020,5567,Buffer,Chemical,Invasives - Pesticide Application,410134.9085556684,0.3647708,0.3136845,145.5275114,98.0335932,0.4321891,0.8756247,,,,,7,140.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1286,2020,5571,Treatment,Physical,Wildlife Habitat Prescribed fire,193894.43655697565,0.3844042,0.2965126,96.6304583,88.7145501,0.4531628,0.90186,,,,,2,40.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1287,2020,5571,Buffer,Physical,Wildlife Habitat Prescribed fire,193894.43655697565,0.3811009,0.3367886,150.6492405,107.2851952,0.4374723,0.824883,,,,,5,100.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1288,2021,5580,Treatment,Physical,"Chipping, Forest Health Thinning, Forest Stand Improvement, Tree Felling and Removal",45666.15980317733,0.4870912,0.5780251,176.120563,153.5823898,0.4653114,0.8807582,,,,,1,20.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1289,2021,5580,Buffer,Physical,"Chipping, Forest Health Thinning, Forest Stand Improvement, Tree Felling and Removal",45666.15980317733,0.4814019,0.5885542,173.3345202,158.5294253,0.5419605,1.006246,,,,,5,100.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1290,2021,5581,Treatment,Physical,"Forest Health Thinning, Forest Stand Improvement, Mastication",83225.65134803737,0.3410692,0.4143853,131.8242062,113.3092082,0.5756772,0.6444746,,,,,1,20.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1291,2021,5581,Buffer,Physical,"Forest Health Thinning, Forest Stand Improvement, Mastication",83225.65134803737,0.3554745,0.4054801,126.4218976,111.0475869,0.5607429,0.664386,,,,,7,140.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1292,2021,5583,Treatment,Physical,"Forest Health Thinning, Forest Stand Improvement, Mastication",9749.98165367119,0.4729621,0.6197321,159.5061245,153.6851018,0.5793364,0.9540475,,,,,2,40.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1293,2021,5583,Buffer,Physical,"Forest Health Thinning, Forest Stand Improvement, Mastication",9749.98165367119,0.4695433,0.630201,150.7111664,156.8483192,0.6177553,0.9891897,,,,,7,140.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1294,2021,5591,Treatment,Physical,"Chipping, Forest Health Thinning, Forest Stand Improvement, Hazardous Fuel Reduction Around Community at Risk",30474.65052700556,0.3887048,0.5863016,85.9512164,139.6128321,0.6478128,0.8065473,,,,,3,60.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1295,2021,5591,Buffer,Physical,"Chipping, Forest Health Thinning, Forest Stand Improvement, Hazardous Fuel Reduction Around Community at Risk",30474.65052700556,0.3189001,0.5683544,112.6946991,137.835829,0.9121945,0.7711615,,,,,6,119.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1296,2020,5592,Treatment,Physical,"Chipping, Forest Health Thinning, Forest Stand Improvement, Hazardous Fuel Reduction Around Community at Risk",11331.07607208608,0.4147509,0.3746857,168.0988776,126.255286,0.3852922,0.7194291,,,,,6,120.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1297,2020,5592,Buffer,Physical,"Chipping, Forest Health Thinning, Forest Stand Improvement, Hazardous Fuel Reduction Around Community at Risk",11331.07607208608,0.3817119,0.3317434,155.9862323,104.895825,0.4293105,0.8426811,,,,,8,160.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1298,2020,5594,Treatment,Physical,"Chipping, Forest Health Thinning, Forest Stand Improvement, Hazardous Fuel Reduction Around Community at Risk",4303.386401326622,0.3984218,0.4051293,177.0484567,133.7141056,0.4213944,0.6238879,,,,,2,40.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1299,2020,5594,Buffer,Physical,"Chipping, Forest Health Thinning, Forest Stand Improvement, Hazardous Fuel Reduction Around Community at Risk",4303.386401326622,0.4014386,0.3410574,167.5167613,110.4840183,0.4308877,0.8679248,,,,,7,140.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1300,2021,5602,Treatment,Physical,Mastication,62400.336036731336,0.3411048,0.3411048,163.2567596,163.2567596,0.3428211,0.3428211,,,,,3,59.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0
1301,2021,5602,Buffer,Physical,Mastication,62400.336036731336,0.3410077,0.5779434,151.4321136,140.3985634,0.3637483,0.6788351,,,,,5,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1302,2021,5604,Treatment,Physical,Mastication,161358.02352684367,0.3304794,0.5724815,159.8931856,141.0670035,0.5686006,1.1068813,,,,,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1303,2021,5604,Buffer,Physical,Mastication,161358.02352684367,0.3436572,0.5889312,144.8903618,146.5374407,0.4845082,1.0173662,,,,,6,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1304,2021,5610,Treatment,Physical,Forest Health Thinning,40170.267816846186,0.3346056,0.5749457,161.0217228,141.0974274,0.5503404,1.0972722,,,,,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1305,2021,5610,Buffer,Physical,Forest Health Thinning,40170.267816846186,0.3513724,0.5871033,131.4872882,146.0544815,0.4504352,1.0109971,,,,,6,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1306,2018,5617,Treatment,Physical,Thinning,13994.337256973577,,0.767984,,318.3842392,,0.659172,,,,,1,20.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1307,2018,5617,Buffer,Physical,Thinning,13994.337256973577,,0.7594287,,278.6804555,,0.4763008,,,,,5,100.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1308,2019,5619,Treatment,Physical,Thinning,9915.423911820411,0.4741394,0.638,128.5992623,192.7605352,0.9566592,0.9961738,,,,,3,60.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1309,2019,5619,Buffer,Physical,Thinning,9915.423911820411,0.4796183,0.6394221,130.9362361,188.5481635,1.0510484,1.063737,,,,,9,180.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1310,2019,5624,Treatment,Physical,Thin / Chip,15121.232836844163,0.4741292,0.6094426,127.7023392,180.497149,1.1190825,1.1695494,,,,,3,60.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1311,2019,5624,Buffer,Physical,Thin / Chip,15121.232836844163,0.4787354,0.6397662,130.9477514,187.6351643,1.1023886,1.1052169,,,,,10,200.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1312,2019,5630,Treatment,Physical,Thin / Lop / Deck,4118.738495015453,0.4695617,0.6278327,102.535115,187.231631,1.1970975,1.1138317,,,,,3,60.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1313,2019,5630,Buffer,Physical,Thin / Lop / Deck,4118.738495015453,0.4799527,0.6435643,131.4846687,186.2171303,1.0500583,1.0890373,,,,,9,180.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1314,2019,5632,Treatment,Physical,Thinning,18998.057547136435,0.4701099,0.6411435,126.5454394,198.7140476,0.9975104,0.980747,,,,,3,60.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1315,2019,5632,Buffer,Physical,Thinning,18998.057547136435,0.4286565,0.6002839,264.5802619,248.53604,1.1972747,1.0934357,,,,,5,100.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1317,2020,5644,Treatment,Physical,Thin / Lop / Deck,59562.60070642478,0.534003,0.4514273,260.0538861,114.4159025,0.5942574,1.0737263,,,,,2,40.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1318,2020,5644,Buffer,Physical,Thin / Lop / Deck,59562.60070642478,0.5127953,0.4802466,238.4617846,122.970923,0.6396579,1.0902872,,,,,6,120.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1319,2020,5656,Treatment,Physical,Thin / Mastication,156201.1383803078,0.5189599,0.4718293,244.8797689,119.549881,0.5494564,0.954022,,,,,2,40.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1320,2020,5656,Buffer,Physical,Thin / Mastication,156201.1383803078,0.5080836,0.4701112,235.6705475,119.724617,0.6253738,1.0944206,,,,,6,120.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1321,2021,5665,Treatment,Physical,"Forest Health Thinning, Forest Stand Improvement, Fuel Break, Lop and Scatter, Hazardous Fuel Reduction Around Community at Risk",195063.76260637052,0.3337952,0.5795758,161.6158943,142.6043908,0.5235058,1.0060675,,,,,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1322,2021,5665,Buffer,Physical,"Forest Health Thinning, Forest Stand Improvement, Fuel Break, Lop and Scatter, Hazardous Fuel Reduction Around Community at Risk",195063.76260637052,0.3509715,0.5857941,129.7853712,145.2843181,0.4270605,0.9669227,,,,,6,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1323,2021,5668,Treatment,Physical,"Forest Stand Improvement, Fuel Break, Lop and Scatter, Hazardous Fuel Reduction Around Community at Risk",169964.9014722962,0.3391404,0.6174869,75.8024054,147.5113155,1.2405165,1.0783126,,,,,0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1324,2021,5668,Buffer,Physical,"Forest Stand Improvement, Fuel Break, Lop and Scatter, Hazardous Fuel Reduction Around Community at Risk",169964.9014722962,0.3316359,0.6314136,78.5392734,154.3558273,1.0229192,0.998342,,,,,0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1325,2021,5677,Treatment,Physical,Chipping,14216.342005445233,0.3333599,0.6291352,76.5309968,156.4985766,1.2444366,1.1150196,,,,,0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1326,2021,5677,Buffer,Physical,Chipping,14216.342005445233,0.3524726,0.636134,83.0161492,157.9505016,0.9373188,0.9624232,,,,,0,0.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1327,2021,5678,Treatment,Physical,Chipping,13032.175032604468,0.4218139,0.5752137,153.8158066,148.3631172,0.720533,1.0084978,,,,,9,180.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1328,2021,5678,Buffer,Physical,Chipping,13032.175032604468,0.4319586,0.6039995,157.8068057,156.8799146,0.7106097,0.9890351,,,,,18,360.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1329,2021,5688,Treatment,Physical,"Chipping, Forest Health Thinning, Forest Stand Improvement, Mastication",20002.20994675741,0.4809436,0.5940363,122.5800983,190.0876953,1.4775478,1.0999341,,,,,4,80.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1330,2021,5688,Buffer,Physical,"Chipping, Forest Health Thinning, Forest Stand Improvement, Mastication",20002.20994675741,0.4701013,0.6021633,118.9652911,220.0860942,1.4225127,0.9968685,,,,,7,140.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1331,2021,5699,Treatment,Physical,Lop and Scatter,42284.40679177377,0.4657133,0.5863035,119.05159,295.5760578,1.4848082,1.4498634,,,,,5,100.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1332,2021,5699,Buffer,Physical,Lop and Scatter,42284.40679177377,0.4836217,0.602824,129.2294736,297.9888043,1.3676086,1.3546678,,,,,7,140.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1333,2021,5714,Treatment,Physical,Lop and Scatter,1002522.1615161718,0.4078926,0.4735817,119.6374506,113.8351215,0.5227061,0.8891356,,,,,1,20.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1334,2021,5714,Buffer,Physical,Lop and Scatter,1002522.1615161718,0.4112527,0.5011248,124.3679891,126.8737113,0.5350866,0.8573281,,,,,5,100.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1335,2019,5730,Treatment,Physical, ,6019594.105307344,0.4312239,0.6069551,270.1244221,262.5310343,1.2636071,1.1415845,,,,,2,40.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1336,2019,5730,Buffer,Physical, ,6019594.105307344,0.4234535,0.5764405,260.2371273,235.3974122,0.8447982,0.8849913,,,,,5,100.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
